"","Date","true_return","returnhat"
"2019-04-01",1,0.871334692458867,0.0593586743784261
"2019-04-02",2,1.44715817774536,0.238733985877476
"2019-04-03",3,0.46085835599159,0.0215312239560029
"2019-04-04",4,-0.168350064273697,0.0656307748981725
"2019-04-05",5,0.42008348539139,0.0778811866798669
"2019-04-08",6,0.0649844848372597,0.150752901926745
"2019-04-09",7,-0.458683479736374,0.0479780798879173
"2019-04-10",8,-0.0714503701664171,-0.134487075255095
"2019-04-11",9,-0.0999022056628889,0.0946052915456693
"2019-04-12",10,0.382219418633591,0.0135576931493562
"2019-04-15",11,-0.0114744012664049,0.17595716906514
"2019-04-16",12,0.717942968961509,-0.00344120562639484
"2019-04-17",13,0.0236662428200129,0.0274000403585819
"2019-04-18",14,-0.200024930657787,-0.0657771909299654
"2019-04-22",15,-0.200024930657787,0.0512624335812927
"2019-04-23",16,1.23329853314676,0.0345131423468143
"2019-04-24",17,-0.872632863543849,0.284737955401784
"2019-04-25",18,-0.448169300674984,-0.056288465695676
"2019-04-26",19,-0.132987720912904,-0.0116373476390281
"2019-04-29",20,0.262537577586734,0.131815780971133
"2019-04-30",21,-0.446855176330406,0.0233382221950333
"2019-05-02",22,-0.862183362037607,0.0173562704713812
"2019-05-03",23,0.498678856396443,-0.064216418990279
"2019-05-06",24,0.498678856396443,0.270695672565991
"2019-05-07",25,-2.46630589217548,-0.118829471675303
"2019-05-08",26,0.196953569277111,-0.414089953187144
"2019-05-09",27,-1.25973811740049,-0.0456787128292113
"2019-05-10",28,-0.0995468374824391,-0.0753897455399884
"2019-05-13",29,-0.898077075768894,0.0446803553861248
"2019-05-14",30,1.34734263563672,-0.53996921376375
"2019-05-15",31,0.821276412851604,0.053800857841964
"2019-05-16",32,1.09869381125488,0.0529065948580973
"2019-05-17",33,-0.110149976196452,0.0856396139898972
"2019-05-20",34,-0.573479275665519,-0.110723780812253
"2019-05-21",35,0.321509528872018,-0.144946095162869
"2019-05-22",36,0.111660463555669,0.114964296799285
"2019-05-23",37,-2.06209178658133,-0.0549979459151121
"2019-05-24",38,0.926876942397205,-0.216320781931799
"2019-05-27",39,0.926876942397205,0.00276313571369283
"2019-05-28",40,-0.187515691136031,0.00999882653410451
"2019-05-29",41,-1.70030949967144,-0.0541530963261404
"2019-05-30",42,0.550801121225835,-0.134518916122123
"2019-05-31",43,-1.08997935390428,0.0135772778476634
"2019-06-03",44,0.490773451135608,-0.185323236550715
"2019-06-04",45,0.525318075801002,-0.056671846117162
"2019-06-05",46,0.105426827838184,0.329329318801525
"2019-06-06",47,0.580047250545253,0.0820447160740169
"2019-06-07",48,1.48818296347258,0.0576503975642919
"2019-06-10",49,0.918544606907107,0.188082393152553
"2019-06-11",50,0.538223061637927,0.0583196771500937
"2019-06-12",51,-0.646549500919904,-0.0068970179505178
"2019-06-13",52,0.0130821519581246,-0.0423457201185276
"2019-06-14",53,-0.401239872347202,0.0786785528321279
"2019-06-17",54,0.194757430395426,-0.0320620859579556
"2019-06-18",55,1.78675692152276,0.0171961603299729
"2019-06-19",56,-1.05923513118005,0.215668641486867
"2019-06-20",57,0.358611016321231,0.0519046355023201
"2019-06-21",58,-0.185611608623269,0.0630394586062991
"2019-06-24",59,0.144351070899789,-0.00490042575072999
"2019-06-25",60,0.102166519536922,-0.0350444049940052
"2019-06-26",61,-0.121038050016164,-0.190364187173799
"2019-06-27",62,-0.266023270216221,-0.0303683384514227
"2019-06-28",63,0.475813545500625,0.0812724084072181
"2019-07-01",64,0.864893869055194,0.114431502150214
"2019-07-02",65,0.929129406397227,0.172610229901619
"2019-07-03",66,0.72191857066446,0.0757013909402378
"2019-07-04",67,-0.107280956884341,0.207907741296508
"2019-07-05",68,-0.893578241607896,0.204628295668515
"2019-07-08",69,-0.0856742258572484,-0.033450816762885
"2019-07-09",70,-0.271015717113564,-0.14305763264075
"2019-07-10",71,-0.10503873611888,0.0419407496205868
"2019-07-11",72,-0.41238241957347,0.144191690983069
"2019-07-12",73,-0.0984155239894467,0.0452149037343431
"2019-07-15",74,0.446075724164142,0.125351985974599
"2019-07-16",75,0.987316624695358,0.000677763911707202
"2019-07-17",76,-0.817052825338446,-0.10661463614872
"2019-07-18",77,-0.590145041885673,-0.224178820164729
"2019-07-19",78,0.237442911620776,0.12697315907834
"2019-07-22",79,0.120409864656519,-0.125897168544265
"2019-07-23",80,0.880242696145952,0.0561631842517108
"2019-07-24",81,-1.0584861263838,0.22881944094
"2019-07-25",82,-0.259513689990229,0.12746892924874
"2019-07-26",83,1.15850191065334,-0.16982995450654
"2019-07-29",84,2.63714883004575,0.227398386562716
"2019-07-30",85,-0.722124552314128,-0.0454179458935248
"2019-07-31",86,-1.35921060962017,-0.058649400758043
"2019-08-01",87,-0.0443189651862653,-0.261812538454835
"2019-08-02",88,-3.15944498791677,-0.211651171606979
"2019-08-05",89,-3.62192501517901,-0.175857294135291
"2019-08-06",90,-1.12429742460333,-0.69412224658984
"2019-08-07",91,0.567466602342183,0.185947827094324
"2019-08-08",92,1.90724990453688,-0.00977563975428359
"2019-08-09",93,-0.715650200865636,0.245823367083631
"2019-08-12",94,-0.687920195753807,-0.117964897687493
"2019-08-13",95,0.52498659116501,-0.198688261528505
"2019-08-14",96,-1.89273330538305,0.193626183876897
"2019-08-15",97,-1.63161462682326,-0.433552876948546
"2019-08-16",98,0.962290158059509,0.00816353986484744
"2019-08-19",99,1.23304899478691,0.150527060964581
"2019-08-20",100,-1.45937146549827,0.163339873667104
"2019-08-21",101,1.68973232308393,-0.138826007713457
