"","Date","true_closeprice","closepricehat"
"2020-06-30",578,4935.990234,4948.63323012341
"2020-07-01",579,4926.939941,4938.14621943269
"2020-07-02",580,5049.379883,4932.06934450716
"2020-07-03",581,5007.140137,5052.04996512166
"2020-07-06",582,5081.509766,5007.18441890773
"2020-07-07",583,5043.72998,5085.19081004189
"2020-07-08",584,4981.129883,5046.72670066607
"2020-07-09",585,4921.009766,4982.70238306577
"2020-07-10",586,4970.47998,4920.60827688571
"2020-07-13",587,5056.22998,4970.70398541891
"2020-07-14",588,5007.459961,5059.48992997182
"2020-07-15",589,5108.97998,5010.01156493102
"2020-07-16",590,5085.279785,5114.38849691944
"2020-07-17",591,5069.419922,5087.35043120721
"2020-07-20",592,5093.180176,5072.14861394204
"2020-07-21",593,5104.279785,5096.50318397381
"2020-07-22",594,5037.120117,5105.33658151285
"2020-07-23",595,5033.759766,5035.40608135556
"2020-07-24",596,4956.430176,5033.19293489349
"2020-07-27",597,4939.620117,4951.59366567067
"2020-07-28",598,4928.939941,4935.31424224851
"2020-07-29",599,4958.740234,4925.69694225772
"2020-07-30",600,4852.939941,4959.81643721326
"2020-07-31",601,4783.689941,4849.53753837452
"2020-08-03",602,4875.930176,4781.21734695384
"2020-08-04",603,4889.52002,4872.55863708633
"2020-08-05",604,4933.339844,4892.51922562979
"2020-08-06",605,4885.129883,4941.51263908608
"2020-08-07",606,4889.52002,4888.70968885569
"2020-08-10",607,4909.509766,4890.78740823606
"2020-08-11",608,5027.990234,4908.57789872936
"2020-08-12",609,5073.310059,5034.80326589879
"2020-08-13",610,5042.379883,5078.88178527642
"2020-08-14",611,4962.930176,5046.41320726813
"2020-08-17",612,4971.939941,4952.245663262
"2020-08-18",613,4938.060059,4971.03244020889
"2020-08-19",614,4977.22998,4933.29722903955
"2020-08-20",615,4911.240234,4977.8335857143
"2020-08-21",616,4896.330078,4911.18750553222
"2020-08-24",617,5007.890137,4895.63582810824
"2020-08-25",618,5008.27002,5014.71710208898
"2020-08-26",619,5048.430176,5035.47313442274
"2020-08-27",620,5015.970215,5065.32676937088
"2020-08-28",621,5002.939941,5017.197203214
"2020-08-31",622,4947.220215,5003.70399384053
"2020-09-01",623,4938.100098,4945.48229217369
"2020-09-02",624,5031.740234,4938.94416510844
"2020-09-03",625,5009.52002,5053.45784876214
"2020-09-04",626,4965.069824,5013.49827782496
"2020-09-07",627,5053.720215,4966.05244629274
"2020-09-08",628,4973.52002,5057.88977327295
"2020-09-09",629,5042.97998,4973.25294322461
"2020-09-10",630,5023.930176,5048.62617850121
"2020-09-11",631,5034.140137,5025.38256032301
"2020-09-14",632,5051.879883,5038.50214367084
"2020-09-15",633,5067.930176,5054.14020986537
"2020-09-16",634,5074.419922,5070.84623714752
"2020-09-17",635,5039.5,5075.83067571867
"2020-09-18",636,4978.180176,5050.24492174581
"2020-09-21",637,4792.040039,4977.8813404744
"2020-09-22",638,4772.839844,4757.7850246297
"2020-09-23",639,4802.259766,4761.91754709395
"2020-09-24",640,4762.620117,4795.75035088717
"2020-09-25",641,4729.660156,4761.86181419298
"2020-09-28",642,4843.27002,4727.75218991799
"2020-09-29",643,4832.069824,4843.5204253998
"2020-09-30",644,4803.439941,4852.08568841528
"2020-10-01",645,4824.040039,4807.59033691548
"2020-10-02",646,4824.879883,4828.23616495262
"2020-10-05",647,4871.870117,4835.07024391272
"2020-10-06",648,4895.459961,4873.66460755006
"2020-10-07",649,4882,4896.42318038826
"2020-10-08",650,4911.939941,4883.14253550412
"2020-10-09",651,4946.810059,4919.51748853888
"2020-10-12",652,4979.290039,4947.2479854754
"2020-10-13",653,4947.609863,4982.99158551358
"2020-10-14",654,4941.660156,4948.48143040808
"2020-10-15",655,4837.419922,4941.9720738479
"2020-10-16",656,4935.859863,4816.92302313413
"2020-10-19",657,4942.620117,4930.24693441602
"2020-10-20",658,4929.279785,4925.31853298948
"2020-10-21",659,4853.950195,4929.85292556076
"2020-10-22",660,4851.379883,4851.9254907984
"2020-10-23",661,4909.640137,4830.96344648607
"2020-10-26",662,4816.120117,4903.14661576823
"2020-10-27",663,4730.660156,4805.63409266719
"2020-10-28",664,4571.120117,4736.46979292017
"2020-10-29",665,4569.669922,4570.25349675113
"2020-10-30",666,4594.240234,4571.71303508584
"2020-11-02",667,4691.140137,4595.11219124526
"2020-11-03",668,4805.609863,4705.35222122208
"2020-11-04",669,4922.850098,4811.43828970495
"2020-11-05",670,4983.990234,4929.08276446534
"2020-11-06",671,4960.879883,4994.53432820076
"2020-11-09",672,5336.319824,4968.28555566264
"2020-11-10",673,5418.970215,5434.58827575785
"2020-11-11",674,5445.209961,5468.34646349119
"2020-11-12",675,5362.569824,5469.08297763487
"2020-11-13",676,5380.160156,5379.19617717699
"2020-11-16",677,5471.47998,5390.34591092969
"2020-11-17",678,5483,5473.47869592785
"2020-11-18",679,5511.450195,5487.3450886035
"2020-11-19",680,5474.660156,5515.82861467971
"2020-11-20",681,5495.890137,5483.83526312091
"2020-11-23",682,5492.149902,5498.57886110524
"2020-11-24",683,5558.419922,5491.28570716988
"2020-11-25",684,5571.290039,5563.66281130221
"2020-11-26",685,5566.790039,5607.82205955676
"2020-11-27",686,5598.180176,5624.73001612635
"2020-11-30",687,5518.549805,5624.17706938615
"2020-12-01",688,5581.640137,5519.52641108981
"2020-12-02",689,5583.009766,5586.8686287982
"2020-12-03",690,5574.359863,5583.5304890021
"2020-12-04",691,5609.149902,5575.2874551991
"2020-12-07",692,5573.379883,5610.52884019596
"2020-12-08",693,5560.669922,5575.8407530522
"2020-12-09",694,5546.819824,5560.44716940543
"2020-12-10",695,5549.649902,5546.31482772998
"2020-12-11",696,5507.549805,5568.3250716474
"2020-12-14",697,5527.839844,5507.732679482
"2020-12-15",698,5530.310059,5528.64962186432
"2020-12-16",699,5547.680176,5531.64122727693
"2020-12-17",700,5549.459961,5549.46147759557
"2020-12-18",701,5527.839844,5550.73322558171
"2020-12-21",702,5393.339844,5527.92813009484
"2020-12-22",703,5466.859863,5374.32636696689
"2020-12-23",704,5527.589844,5393.43657451325
"2020-12-24",705,5522.009766,5500.82758440952
"2020-12-28",706,5588.379883,5524.6402617469
"2020-12-29",707,5611.790039,5590.05252763805
"2020-12-30",708,5599.410156,5612.76522225146
"2020-12-31",709,5551.410156,5600.90949813763
"2021-01-04",710,5588.959961,5550.88229666406
"2021-01-05",711,5564.600098,5589.33030697019
"2021-01-06",712,5630.600098,5564.37587927598
"2021-01-07",713,5669.850098,5635.76360177711
"2021-01-08",714,5706.879883,5673.90599245766
"2021-01-11",715,5662.430176,5709.87392331
"2021-01-12",716,5650.970215,5669.23683786179
"2021-01-13",717,5662.669922,5651.13458810019
"2021-01-14",718,5681.140137,5661.91988584262
"2021-01-15",719,5611.689941,5681.88948474518
"2021-01-18",720,5617.27002,5611.07469912673
"2021-01-19",721,5598.609863,5615.14617312412
"2021-01-20",722,5628.439941,5594.68945191583
"2021-01-21",723,5590.790039,5624.06098787315
"2021-01-22",724,5559.569824,5592.1860410281
"2021-01-25",725,5472.359863,5559.40788380447
"2021-01-26",726,5523.52002,5472.90605279471
"2021-01-27",727,5459.620117,5522.6678471983
"2021-01-28",728,5510.52002,5456.32101017887
"2021-01-29",729,5399.209961,5508.68966580418
"2021-02-01",730,5461.680176,5398.56950963646
"2021-02-02",731,5563.109863,5461.88596170144
"2021-02-03",732,5563.049805,5568.35230631416
"2021-02-04",733,5608.540039,5571.67028152828
"2021-02-05",734,5659.259766,5613.9187350132
"2021-02-08",735,5686.029785,5662.63437907949
"2021-02-09",736,5691.540039,5693.61950851495
"2021-02-10",737,5670.799805,5694.28257286964
"2021-02-11",738,5669.819824,5672.05330436018
"2021-02-12",739,5703.669922,5670.22224016829
"2021-02-15",740,5786.25,5705.31030472861
"2021-02-16",741,5786.529785,5790.32930959135
"2021-02-17",742,5765.839844,5788.89276933578
"2021-02-18",743,5728.330078,5766.91731920735
"2021-02-19",744,5773.549805,5729.67447661395
"2021-02-22",745,5767.439941,5774.39308667366
"2021-02-23",746,5779.839844,5771.05272190225
"2021-02-24",747,5797.97998,5781.66144405339
"2021-02-25",748,5783.890137,5799.03320654014
"2021-02-26",749,5703.220215,5784.84209442834
"2021-03-01",750,5792.790039,5700.61424900247
"2021-03-02",751,5809.72998,5786.25322684978
"2021-03-03",752,5830.060059,5809.73459562512
"2021-03-04",753,5830.649902,5833.47857909887
"2021-03-05",754,5782.649902,5832.74358775128
"2021-03-08",755,5902.990234,5783.67000227196
"2021-03-09",756,5924.970215,5905.74691228253
"2021-03-10",757,5990.549805,5926.15254388349
"2021-03-11",758,6033.759766,5994.9974553674
"2021-03-12",759,6046.549805,6039.49108986875
"2021-03-15",760,6035.970215,6051.83658184304
"2021-03-16",761,6055.430176,6038.02793347493
"2021-03-17",762,6054.819824,6056.35471250821
"2021-03-18",763,6062.790039,6055.60790227251
"2021-03-19",764,5997.959961,6067.724644377
"2021-03-22",765,5968.47998,5999.80382581489
"2021-03-23",766,5945.299805,5971.6383000177
"2021-03-24",767,5947.290039,5947.61236745758
