"","Date","true_return","returnhat"
"2019-04-01",1,1.24023532938856,-0.00309470620841086
"2019-04-02",2,0.380912023332512,0.113071458205707
"2019-04-03",3,1.06524209759264,0.150778284814948
"2019-04-04",4,-0.143684692877612,0.100042854071997
"2019-04-05",5,0.310614547472834,0.0852585628382237
"2019-04-08",6,-0.129489235690559,-0.00108037167848709
"2019-04-09",7,-1.07148779768547,0.0134240980562788
"2019-04-10",8,0.325245925643177,-0.0457507892295155
"2019-04-11",9,1.05641538308059,-0.10519890180487
"2019-04-12",10,0.531631414023058,-0.00926626390894484
"2019-04-15",11,0.145693217870365,0.100759215370456
"2019-04-16",12,0.453513683820233,0.0996417116904892
"2019-04-17",13,0.967044251278417,0.0154300293199026
"2019-04-18",14,0.502337042421823,0.0124012129978631
"2019-04-22",15,0.502337042421823,0.0784910399499824
"2019-04-23",16,0.360443536106242,0.065685463879997
"2019-04-24",17,-0.413766539903249,0.0526517334989786
"2019-04-25",18,-0.595921232328807,0.0094364382789365
"2019-04-26",19,0.321833983417989,-0.0632104387803196
"2019-04-29",20,0.294282243707724,-0.0860562150911449
"2019-04-30",21,0.160291871286579,-0.00633784645456288
"2019-05-02",22,-1.84408353949155,0.0349995721100294
"2019-05-03",23,0.332796720514934,-0.00301934993078699
"2019-05-06",24,-2.38026715332812,-0.184587921736404
"2019-05-07",25,-2.44721764248182,-0.0713794069523619
"2019-05-08",26,0.451247409640511,-0.312851765878367
"2019-05-09",27,-2.87206466371482,-0.274549081268902
"2019-05-10",28,0.248337440843367,-0.207379555105824
"2019-05-13",29,-1.17771851427878,-0.355292421599226
"2019-05-14",30,1.40560568152664,-0.16359834899975
"2019-05-15",31,0.748844359884963,-0.190889216733675
"2019-05-16",32,1.84378095164784,0.130286989006274
"2019-05-17",33,-0.229139614985251,0.108671160353179
"2019-05-20",34,-1.41572942199124,0.246183330845228
"2019-05-21",35,0.433598298511185,-0.0321440185733019
"2019-05-22",36,-0.166901604002295,-0.209584454730435
"2019-05-23",37,-2.46879177445338,-0.0646889336340887
"2019-05-24",38,0.774461757098687,-0.0399145852281359
"2019-05-27",39,0.440409651524977,-0.270837483257108
"2019-05-28",40,-0.640959147298645,-0.0895553547963755
"2019-05-29",41,-1.94632114143301,0.0486649458777059
"2019-05-30",42,0.526382685120826,0.0256966003983347
"2019-05-31",43,-0.903739042153327,-0.297632742468065
"2019-06-03",44,0.81890469497748,-0.102650421503792
"2019-06-04",45,0.675863688652592,-0.121445025797571
"2019-06-05",46,0.57840065158219,0.106576281503082
"2019-06-06",47,-0.321297810136644,0.048804892475532
"2019-06-07",48,2.32345168109424,0.0981079938903539
"2019-06-10",49,0.446728987553401,-0.101711270208841
"2019-06-11",50,0.530391154346627,0.197303005733598
"2019-06-12",51,-0.826444744082037,0.115118728505581
"2019-06-13",52,0.0091234825712491,0.131154091821726
"2019-06-14",53,-0.195742848139136,-0.242977257854995
"2019-06-17",54,0.624086722383989,-0.0554791021424002
"2019-06-18",55,3.04947845210424,-0.0956094097057243
"2019-06-19",56,0.246221851233844,0.201346830353536
"2019-06-20",57,0.370403942011188,0.366203153581047
"2019-06-21",58,-0.160859081751336,0.150286200034336
"2019-06-24",59,-0.156108853100793,0.0787921743565073
"2019-06-25",60,-0.197245457461347,-0.217416073524914
"2019-06-26",61,-0.405946781184019,-0.0406526286473648
"2019-06-27",62,-0.222011980290595,-0.0805843768728639
"2019-06-28",63,1.2294999782347,-0.0600909964023092
"2019-07-01",64,0.829654708244256,-0.00244243480247314
"2019-07-02",65,0.251100999707225,0.150680525899069
"2019-07-03",66,1.04651224512201,0.137618217896917
"2019-07-04",67,0.0511308475362361,0.141967542543207
"2019-07-05",68,-0.701761849544676,0.0648364989657847
"2019-07-08",69,-0.125687126399186,-0.07088570984159
"2019-07-09",70,-0.441759808182754,-0.079682595534055
"2019-07-10",71,-0.133994655147077,-0.135180866697399
"2019-07-11",72,-0.408881330786656,-0.0880052086958893
"2019-07-12",73,0.692192514858728,-0.00543844142849449
"2019-07-15",74,0.154840986087019,-0.0200824071546038
"2019-07-16",75,1.10036812535729,0.0984945043314134
"2019-07-17",76,-1.38507301957924,0.0877383295128547
"2019-07-18",77,-0.748706129752521,0.0963738695685137
"2019-07-19",78,0.0486347695293775,-0.237158683193339
"2019-07-22",79,0.399988865516256,-0.0890334190555449
"2019-07-23",80,1.76995395278493,-0.123388645959711
"2019-07-24",81,-0.414973609268379,0.204557979500776
"2019-07-25",82,-1.02078710321469,0.224437521846658
"2019-07-26",83,1.11935453478355,-0.0827979066913467
"2019-07-29",84,-0.292775755084991,-0.0337226286921959
"2019-07-30",85,-2.34677753396803,-0.0628250337822167
"2019-07-31",86,0.195696915969154,-0.125547717146638
"2019-08-01",87,1.20032396228758,-0.1136171696723
"2019-08-02",88,-4.35896916715131,-0.0664667362588007
"2019-08-05",89,-2.33713875254467,-0.177062343014376
"2019-08-06",90,-0.145889649211394,-0.173195524255808
"2019-08-07",91,0.625751786513966,-0.358861022495846
"2019-08-08",92,2.37178543409996,-0.529292870704984
"2019-08-09",93,-0.729060631463351,0.496728785557658
"2019-08-12",94,-0.226904619503201,0.257282224832058
"2019-08-13",95,0.524509291856981,0.0189504221596698
"2019-08-14",96,-2.59402812012605,0.0442131523585929
"2019-08-15",97,-0.343586954353161,-0.373145728610711
"2019-08-16",98,0.829301125558875,-0.12655507539145
"2019-08-19",99,1.02591554034969,-0.0579528120765026
"2019-08-20",100,-0.579610013346755,-0.0707150006232815
"2019-08-21",101,1.91256658511702,0.191002263475468
