"","Date","true_return","returnhat"
"2020-04-01",1,-0.986763488747008,-0.53145147533427
"2020-04-02",2,0.35359615287185,0.0635141331686886
"2020-04-03",3,-0.163041901698976,-0.148336347004121
"2020-04-06",4,0.322572048796854,-0.257486422332348
"2020-04-07",5,0.327534718750208,0.00759991739971852
"2020-04-08",6,-0.27233546805542,-0.0180194014070983
"2020-04-09",7,0.382722440011137,-0.0166358661750309
"2020-04-13",8,0.382722440011137,-0.102240830162625
"2020-04-14",9,2.93378922610056,-0.100734148493873
"2020-04-15",10,-0.483562183940377,0.207902433780872
"2020-04-16",11,-0.0347155016996641,0.443037612489332
"2020-04-17",12,0.925828233383734,0.175976806060147
"2020-04-20",13,-0.122867571724613,-0.402542671586688
"2020-04-21",14,-0.615322900242059,-0.0522219603968569
"2020-04-22",15,0.211150458390181,0.0257422452657785
"2020-04-23",16,1.90498782927149,-0.281487333206944
"2020-04-24",17,-0.0473446072760292,-0.0781962320200904
"2020-04-27",18,-0.0473446072760292,0.328995584212881
"2020-04-28",19,0.156820501914568,0.220993645444233
"2020-04-29",20,0.372442939477377,-0.215777064408791
"2020-04-30",21,-0.299370472577691,-0.122526756013341
"2020-05-04",22,-0.461417505593759,0.0209682271224324
"2020-05-05",23,-0.0488668721486006,-0.0824348969602232
"2020-05-06",24,1.53055398474899,-0.214627604232399
"2020-05-07",25,0.0355369595375687,-0.0511332751671947
"2020-05-08",26,1.55085395967283,0.247555017312455
"2020-05-11",27,-0.42967253610484,0.281701059880888
"2020-05-12",28,0.321403673065728,0.090133164649487
"2020-05-13",29,-0.081791347685122,0.0328973770735199
"2020-05-14",30,-1.62292052193342,-0.148486425232914
"2020-05-15",31,0.183987733636786,-0.119677168226052
"2020-05-18",32,2.45583486598432,-0.321945986212308
"2020-05-19",33,0.734642534289581,-0.113522891436853
"2020-05-20",34,0.357034668669085,0.556037974132949
"2020-05-21",35,-0.387663116347226,0.481163916365455
"2020-05-22",36,-0.365834217259629,-0.0995687017230783
"2020-05-25",37,-0.066724608076659,-0.236824594902493
"2020-05-26",38,0.782911003890288,-0.212886237487545
"2020-05-27",39,-0.37222372529477,-0.0446627914027174
"2020-05-28",40,0.335594136592486,0.0952849376006025
"2020-05-29",41,-0.435256156419127,0.0252496280197758
"2020-06-01",42,0.777883365502537,-0.128105865844589
"2020-06-02",43,0.556665590788924,-0.0480533336388119
"2020-06-03",44,1.98448652594294,0.0229746356699494
"2020-06-04",45,-0.239864688225252,0.24810718917609
"2020-06-05",46,0.615891712163172,0.288778661391252
"2020-06-08",47,-0.257413695477917,0.12863265510877
"2020-06-09",48,-0.116524180495429,-0.152862386320171
"2020-06-10",49,-1.92114038514339,-0.067918601377446
"2020-06-11",50,-0.636301612003241,-0.223830638201655
"2020-06-12",51,0.115692366449726,-0.412786726520097
"2020-06-15",52,-2.97461065052078,-0.368547004958847
"2020-06-16",53,-2.97461065052078,-0.108500359058095
"2020-06-17",54,3.98004857831726,-0.557378852311645
"2020-06-18",55,-0.0577893820634116,-0.712337598847964
"2020-06-19",56,0.4774098562144,0.248868322831314
"2020-06-22",57,0.12812702688255,0.862919190918461
"2020-06-23",58,2.77142187280885,-0.0578467134057458
"2020-06-24",59,-2.31734130479648,-0.13841734273523
"2020-06-25",60,-1.20511069504538,0.280460749769275
"2020-06-26",61,-0.643190963842602,-0.0716376731433165
"2020-06-29",62,1.14109003599309,-0.660780431982734
"2020-06-30",63,0.111070835402131,-0.384989246368725
"2020-07-01",64,-1.40648443068639,0.235695135017142
"2020-07-02",65,1.91146686995353,0.152380168391611
"2020-07-03",66,-0.436538848827038,-0.125251908888444
"2020-07-06",67,0.819376944567147,-0.0856698156934994
"2020-07-07",68,0.141820274680419,0.199866505240088
"2020-07-08",69,1.82324717648726,0.0563231375013893
"2020-07-09",70,-0.0790285563400444,0.00489605537591752
"2020-07-10",71,-0.684488561063487,0.223173877719365
"2020-07-13",72,1.3959768630479,0.0772381308216373
"2020-07-14",73,-1.69225179391282,-0.149671578620247
"2020-07-15",74,1.11071387782957,-0.14144341837524
"2020-07-16",75,-0.620318901191837,-0.0190672769830527
"2020-07-17",76,0.316486787614097,-0.121618113148379
"2020-07-20",77,0.738569381185039,-0.0184410991219166
"2020-07-21",78,0.278261327552964,0.0274732208361143
"2020-07-22",79,-1.50375800234418,0.0701276108487739
"2020-07-23",80,0.763526408639458,0.0653350675827643
"2020-07-24",81,-0.726415520246944,-0.258691906444815
"2020-07-27",82,1.80368852880882,-0.170192628972282
"2020-07-28",83,0.0366001422649187,0.0366173998320467
"2020-07-29",84,0.413496598693576,0.266281236866242
"2020-07-30",85,-2.43890100073317,0.184223848943391
"2020-07-31",86,-0.26994769331253,0.0126185775658246
"2020-08-03",87,0.544646521951219,-0.507716542826905
"2020-08-04",88,1.06647013337007,-0.361661171350013
"2020-08-05",89,4.4077905095007,0.10514228007551
"2020-08-06",90,0.284365501164951,0.534451109953469
"2020-08-07",91,-3.00044980644204,0.831441130318726
"2020-08-10",92,-3.00044980644204,0.373248047254516
"2020-08-11",93,0.484206593792729,-0.811474500320113
"2020-08-12",94,0.428502503063891,-0.903287418592334
"2020-08-13",95,-0.0870633345994813,-0.0632744119522446
"2020-08-14",96,-0.517546393256013,0.347985253920431
"2020-08-17",97,0.719032714621735,0.113824031303487
"2020-08-18",98,-0.534852838205395,-0.0803071223844545
"2020-08-19",99,-1.15847030405756,-0.00853786233848018
"2020-08-20",100,-1.21682201617732,-0.0326821916748529
"2020-08-21",101,0.473616406911654,-0.255740777095632
