"","Date","true_return","returnhat"
"2020-04-01",1,-0.516951122128892,-0.31658262127966
"2020-04-02",2,1.41658923737968,0.249130967957479
"2020-04-03",3,0.35372862712128,-0.00122805906720895
"2020-04-06",4,0.746387998686294,0.505712762581067
"2020-04-07",5,0.422592161926182,0.421841236062903
"2020-04-08",6,0.366570450450522,-0.247753571423973
"2020-04-09",7,1.11207175511649,0.156955528673319
"2020-04-13",8,-0.836243930274973,0.158175807816476
"2020-04-14",9,0.332770622195352,0.182017754763031
"2020-04-15",10,-4.33918426750599,-0.243915239662041
"2020-04-16",11,0.632655782652219,-0.142954659810164
"2020-04-17",12,0.348842774873846,0.159787327025579
"2020-04-20",13,-0.260446491552242,-0.0795645905450581
"2020-04-21",14,-1.90077601167321,-0.757961310695746
"2020-04-22",15,1.98033504733366,0.0883835414515449
"2020-04-23",16,0.874468660303944,0.0805956942412326
"2020-04-24",17,-0.385354860110721,-0.174037351042282
"2020-04-27",18,0.0733475661866414,0.142276413370937
"2020-04-28",19,0.684530154108632,0.112150901983117
"2020-04-29",20,0.987967985176292,0.0941065639449241
"2020-04-30",21,-0.509014687140567,0.105154946328787
"2020-05-04",22,-0.723000591048389,-1.49466729595216
"2020-05-05",23,0.982031995886093,0.234967913107386
"2020-05-06",24,-0.672472123998292,0.047288646031231
"2020-05-07",25,0.676367304601245,-0.201377577861318
"2020-05-08",26,0.321660181798041,0.225789575029695
"2020-05-11",27,0.321660181798041,0.484298228115285
"2020-05-12",28,0.0427900643775505,-0.345807120903808
"2020-05-13",29,-1.00349178006351,-0.00238850820640756
"2020-05-14",30,-0.286273045968034,-0.426785283672338
"2020-05-15",31,0.235177444419906,-0.0511981207848764
"2020-05-18",32,3.55692278749774,0.150826334269465
"2020-05-19",33,0.389280262693477,0.671549366086773
"2020-05-20",34,1.71480717734653,0.0277544813665987
"2020-05-21",35,-0.171874402272099,-0.178316361056511
"2020-05-22",36,-0.673178044272284,-1.95582550688718
"2020-05-25",37,0.7478723693049,0.0488461165152587
"2020-05-26",38,0.344200251907618,0.0244819894311435
"2020-05-27",39,-0.333423761917008,-0.0433385210509056
"2020-05-28",40,1.02922754252283,-0.159532948306779
"2020-05-29",41,-0.752097290964118,-0.115580874846293
"2020-06-01",42,1.09736991983078,1.14363574145945
"2020-06-02",43,1.11239115944795,0.235524337600079
"2020-06-03",44,1.07413973908456,0.327987481516619
"2020-06-04",45,-1.91662012692974,0.0514905321061389
"2020-06-05",46,0.866339568357237,0.386205357438716
"2020-06-08",47,0.100161219162443,0.0173691403475946
"2020-06-09",48,-0.133669656217186,0.271217243909127
"2020-06-10",49,-0.23356883554283,0.00861220763953856
"2020-06-11",50,-1.45597826574799,-0.0687131811837321
"2020-06-12",51,-1.45597826574799,-0.153004683765156
"2020-06-15",52,-0.641625773599717,-0.866506255381851
"2020-06-16",53,0.996763069812912,0.614383157741589
"2020-06-17",54,-0.21958146255981,0.128777823733402
"2020-06-18",55,-0.309118296585787,-0.0223280211085196
"2020-06-19",56,1.01554266952335,0.195541407057478
"2020-06-22",57,0.392423923014142,-0.187584876090274
"2020-06-23",58,1.55689328540637,0.000109553052566526
"2020-06-24",59,1.55689328540637,-0.00192011019529589
"2020-06-25",60,-1.4079136422301,0.0018333857763222
"2020-06-26",61,-0.620962531905302,-0.0209324067283147
"2020-06-29",62,-0.546682841337798,-0.0369312799537159
"2020-06-30",63,-1.6959246261181,0.216410992259748
"2020-07-01",64,-1.6959246261181,0.203405764832597
"2020-07-02",65,2.00520405116526,0.00472319903118602
"2020-07-03",66,-0.681760122857086,0.296978718077224
"2020-07-06",67,0.669881869077684,1.30347955396019
"2020-07-07",68,0.0364206046786437,-0.0670885994870233
"2020-07-08",69,-0.103183568267712,0.0177003310743887
"2020-07-09",70,-0.711906066378762,0.0825231979101453
"2020-07-10",71,0.701650062615659,-0.0254972744984773
"2020-07-13",72,-0.749332549634646,0.044651079688573
"2020-07-14",73,-1.4074390233688,-0.0341468753322791
"2020-07-15",74,0.16269944399206,-0.00839533483596697
"2020-07-16",75,0.0545422077208005,-0.632456522785705
"2020-07-17",76,-0.26842780755935,0.0856053699156955
"2020-07-20",77,1.43216933658158,-0.0558520000972826
"2020-07-21",78,1.74282848559902,0.554417553602793
"2020-07-22",79,-0.293655335557079,-0.559275891324401
"2020-07-23",80,0.392343027718593,0.276581954819534
"2020-07-24",81,-0.375354292843711,-0.561642110886378
"2020-07-27",82,0.744228327526225,-0.0998890139532455
"2020-07-28",83,-0.627875778208674,0.198782623745127
"2020-07-29",84,0.692221712656347,0.148866228830143
"2020-07-30",85,-2.44499729504518,-0.209803531593918
"2020-07-31",86,0.124404363049393,-0.14257537147709
"2020-08-03",87,1.42082690620612,-0.183242080538445
"2020-08-04",88,0.154241057439825,0.669023860916571
"2020-08-05",89,1.7577619657311,0.208704099578634
"2020-08-06",90,-0.644826454370764,-0.187084490506782
"2020-08-07",91,-0.527188059175368,-0.586474446408392
"2020-08-10",92,-0.153554831066092,-0.156298781533264
"2020-08-11",93,1.44662118746891,0.594441080764165
"2020-08-12",94,0.541004469915888,0.381622671304504
"2020-08-13",95,0.971785711234243,0.00722379882417099
"2020-08-14",96,-0.109341897490376,-0.0319041215798845
"2020-08-17",97,-0.910991265762692,0.0287901938564534
"2020-08-18",98,0.160714457714531,0.0500211899685204
"2020-08-19",99,0.286649359285264,0.0111917393133419
"2020-08-20",100,-3.08612906659857,-0.0508275087102745
"2020-08-21",101,-0.685602287915682,0.495417278543979
"2020-08-24",102,0.80859446936568,0.427270373112643
