"","Date","true_return","returnhat"
"2019-04-01",1,1.34738205704213,-0.0301038387111149
"2019-04-02",2,0.60951781919482,-0.12464435489959
"2019-04-03",3,1.71393305027745,0.0364391722646299
"2019-04-04",4,0.268171073706766,-0.0449783202634121
"2019-04-05",5,0.166197259014336,-0.0177126337653646
"2019-04-08",6,-0.416156337526166,-0.0580334907564394
"2019-04-09",7,-0.992538488565954,-0.103180251002519
"2019-04-10",8,0.459693628929675,-0.165769764984863
"2019-04-11",9,0.233111489491289,-0.171622962850556
"2019-04-12",10,0.536427608830361,-0.0658428553862094
"2019-04-15",11,0.155749547566797,0.0531396331673315
"2019-04-16",12,0.675011686480656,0.082014656445782
"2019-04-17",13,0.421244626683277,-0.0705675289352416
"2019-04-18",14,0.56763464007641,-0.0405829161056956
"2019-04-22",15,0.56763464007641,-0.053353820014889
"2019-04-23",16,0.091344643919842,-0.0492760502951547
"2019-04-24",17,0.633430169404662,-0.0570054585151076
"2019-04-25",18,-0.276038222449946,-0.096398725234156
"2019-04-26",19,0.254411257554507,-0.0581229853616513
"2019-04-29",20,0.0884075391167876,-0.0977573025751357
"2019-04-30",21,0.115343372162716,-0.069813163884775
"2019-05-02",22,-0.00807486090868874,-0.0842451439945092
"2019-05-03",23,0.547017241877141,-0.0170523835863713
"2019-05-06",24,-1.08307709860444,-0.0882751003295947
"2019-05-07",25,-1.68138893562041,0.0301535895177878
"2019-05-08",26,0.725904038935326,-0.0341586919442776
"2019-05-09",27,-1.78614252513745,-0.237938420742161
"2019-05-10",28,0.718385352503855,0.00110180230635613
"2019-05-13",29,-1.59773370154219,-0.0588571066555239
"2019-05-14",30,0.969304457281472,0.12395502363486
"2019-05-15",31,0.898341565083112,-0.226575467228193
"2019-05-16",32,1.74571006582664,0.0661234964266919
"2019-05-17",33,-0.610848421610115,-0.0398890353399165
"2019-05-20",34,-1.67160479120747,0.258217777221772
"2019-05-21",35,0.833675722733517,-0.120175403983526
"2019-05-22",36,0.191345859139548,-0.276874745533024
"2019-05-23",37,-1.83812002109188,-0.0738748249715771
"2019-05-24",38,0.471261890885683,0.0983089114673955
"2019-05-27",39,0.483679606857779,-0.0452977063634835
"2019-05-28",40,-0.387851627125509,-0.113790303285487
"2019-05-29",41,-1.61709922275871,0.000174624321500116
"2019-05-30",42,0.523250158526408,0.144574113491143
"2019-05-31",43,-1.50781425829763,-0.189597195586583
"2019-06-03",44,0.543783227491949,-0.0108631469614885
"2019-06-04",45,1.48668258679534,-0.140537585801882
"2019-06-05",46,0.0606270732739513,0.0463109566275656
"2019-06-06",47,-0.249101191649651,0.0238255049112234
"2019-06-07",48,0.744582342720038,0.0921887590228882
"2019-06-10",49,0.744582342720038,-0.159952321956827
"2019-06-11",50,0.887089129907744,-0.180605881298533
"2019-06-12",51,-0.347171209157776,-0.0273588278560177
"2019-06-13",52,0.416449254859187,0.0523603260752147
"2019-06-14",53,-0.619379186913155,-0.129609613178942
"2019-06-17",54,-0.107047470526305,-0.03983899369122
"2019-06-18",55,2.00769137002557,-0.150246359660315
"2019-06-19",56,-0.207010887161004,-0.0576961056944356
"2019-06-20",57,0.358988669575649,0.0306385600560109
"2019-06-21",58,-0.144626058139333,0.0302445917724314
"2019-06-24",59,-0.550625731977648,0.0146048029588384
"2019-06-25",60,-0.401080068262767,-0.198698466060374
"2019-06-26",61,0.120479338700911,-0.00122910748533448
"2019-06-27",62,0.193666005431792,-0.0714599511404119
"2019-06-28",63,1.03728617266875,-0.00988140434377869
"2019-07-01",64,0.984262111901896,0.0133796539926726
"2019-07-02",65,0.0240798039209985,0.0351059330835763
"2019-07-03",66,0.707353223098539,0.00467654171071861
"2019-07-04",67,0.0909760779482403,-0.0398606101056148
"2019-07-05",68,-0.517524134777172,-0.0866880735845867
"2019-07-08",69,-0.223071181969305,-0.105172245882603
"2019-07-09",70,-0.895045423044983,-0.0304427123858965
"2019-07-10",71,-0.539286593397363,-0.0977229387361791
"2019-07-11",72,-0.362462590975654,-0.0628424669568853
"2019-07-12",73,-0.0926700179546394,0.00432501003539955
"2019-07-15",74,0.513033464432779,-0.0253560891591936
"2019-07-16",75,0.341692193178195,0.0477989309215217
"2019-07-17",76,-0.765906663589968,0.0555220674417336
"2019-07-18",77,-0.96698852295802,0.0226169498348784
"2019-07-19",78,0.251032373497967,-0.0447728617926084
"2019-07-22",79,0.226660985496432,-0.0996914681675057
"2019-07-23",80,1.65354394405292,-0.0575032535191723
"2019-07-24",81,0.244410552934361,0.00716575611836516
"2019-07-25",82,-1.34746088949378,0.141232596806385
"2019-07-26",83,0.461915417095409,-0.0388968954516962
"2019-07-29",84,-0.0395425596213913,-0.0582494957017751
"2019-07-30",85,-2.29022044715235,-0.100672621786075
"2019-07-31",86,0.331300274264792,-0.045596760661814
"2019-08-01",87,0.516296627351634,0.0358563050149599
"2019-08-02",88,-3.25671743126364,-0.0043901177805375
"2019-08-05",89,-1.8445214608608,-0.0199557655410009
"2019-08-06",90,-0.796509752339244,0.172973197246091
"2019-08-07",91,0.685738738814689,-0.143676223437699
"2019-08-08",92,1.63402025398742,-0.24993957645702
"2019-08-09",93,-1.29318047576256,0.254972576066856
"2019-08-12",94,-0.139432019106979,0.0403183126342688
"2019-08-13",95,0.578650574591754,0.0406076686832516
"2019-08-14",96,-2.22064684841813,0.00138014742214115
"2019-08-15",97,-0.709808940086667,-0.201294064370463
"2019-08-16",98,1.27193624335074,0.057268447250795
"2019-08-19",99,1.27207258660107,-0.0204380167058537
"2019-08-20",100,-0.559533322269773,-0.147603905260973
